namespace,key,current_value
iceandfire,item.iceandfire.cannoli.desc,"""You may encounter dragons or ruffians"""
iceandfire,lectern.nopages,No new information can be added.
iceandfire,advancements.iceandfire.dragon_forge_brick.title,Another Brick in the Wall
iceandfire,advancements.iceandfire.tame_pixie.title,Here Comes Your Man
iceandfire,advancements.iceandfire.jar_pixie.title,Surfer Rosa
iceandfire,advancements.iceandfire.pixie_wand.title,Where Is My Mind?
iceandfire,advancements.iceandfire.kill_ghost.title,Who You Gonna Call?
iceandfire,modifier.surf_wax_america,Surf Wax America
iceandfire,modifier.in_the_garage,In The Garage
iceandfire,block.iceandfire.deepslate_silver_ore,Deepslate Silver Ore
iceandfire,block.iceandfire.raw_silver_block,Raw Silver Block
iceandfire,item.iceandfire.raw_silver,Raw Silver
iceandfire,entity.iceandfire.lightning_dragon_charge,Dragon Lightning Charge
iceandfire,entity.iceandfire.amphithere_arrow,Amphithere Arrow
iceandfire,bestiary_gui,Bestiary
ironchest,_comment,Item Groups
ironchest,itemGroup.ironchest,Iron Chests
irons_spellbooks,jukebox_song.irons_spellbooks.dead_king_lullaby,Caner Crebes - King's Lullaby
irons_spellbooks,jukebox_song.irons_spellbooks.flame_still_burns,Caner Crebes - The Flame Still Burns
jade,__comment,Only for testing:
jade,gui.jade.by,Made with %s by Snownee
jade,config.jade.display_fluids_extra_msg,"liquid,source,only"
jade,config.jade.display_mode_extra_msg,"toggle,hold,lite"
jade,config.jade.hide_from_tab_list_extra_msg,"tab,playerlist"
jade,config.jade.boss_bar_overlap_extra_msg,"bossbars,hide,push,down"
jade,config.jade.boss_bar_overlap_hide_tooltip,Hide Tooltip
jade,config.jade.display_item_extra_msg,"hide,top,centered"
jade,config.jade.tts_mode_extra_msg,"tts,narration,narrate,press,toggle"
jade,config.jade.overlay_pos_x_extra_msg,"left,right,center,ratio"
jade,config.jade.overlay_pos_y_extra_msg,"top,bottom,center,ratio"
jade,config.jade.overlay_alpha_extra_msg,"transparent,alpha"
jade,config.jade.plugin_jade.registry_name_extra_msg,"id,advanced,tooltips"
jade,config.jade.plugin_jade.mod_name_extra_msg,"namespace,modid"
jade,config.jade.plugin_jade.coordinates_extra_msg,location
jade,config.jade.plugin_jade.block_face_extra_msg,"direction,side"
jade,config.jade.plugin_minecraft.potion_effects_extra_msg,"potion,status"
jade,config.jade.plugin_minecraft.mob_breeding_extra_msg,"cooldown,cd,allay,duplication"
jade,config.jade.plugin_minecraft.beehive_extra_msg,"bees,honey"
jade,config.jade.plugin_minecraft.harvest_tool.creative,Show in Creative Mode
jade,config.jade.plugin_minecraft.harvest_tool.creative_desc,Show harvest information in creative or spectator mode as well
jade,config.jade.plugin_minecraft.item_storage_extra_msg,"inventory,chest"
jade,config.jade.plugin_minecraft.fluid_storage_extra_msg,"tank,liquid"
jade,config.jade.plugin_minecraft.animal_owner_extra_msg,"horse,pet"
jei,_comment,"Debug (for a debug mode, do not need translation)"
jei,description.jei.wooden.door.1,Wooden doors allow you to block monsters from entering your building.\nTesting sentences.
jei,description.jei.wooden.door.2,Clicking on a door changes its state from open to closed and vice versa.
jei,description.jei.wooden.door.3,Wooden doors can be opened/closed via redstone circuits.
jei,description.jei.debug.formatting.1,Testing %s formatting replacements.
jei,description.jei.debug.formatting.2,Testing %s %s formatting replacements.
jei,jei.alias.panda.spawn.egg,endangered
journeymap,controlify.binding.journeymap.category,JourneyMap
journeymap,controlify.binding.journeymap.create_waypoint,Create Waypoint at cursor
journeymap,controlify.binding.journeymap.open_context,Open Context Menu
journeymap,controlify.binding.journeymap.pan_right,Pan Right
journeymap,controlify.binding.journeymap.radial_menu_open_map,Open JourneyMap Fullscreen Map
journeymap,jm.advanced.drawstep_update_rate,Draw Step Update Rate
journeymap,jm.advanced.drawstep_update_rate.tooltip,"Duration (in milliseconds) between rebuilds of map draw steps (radar entities, waypoints). Lower values refresh the radar/waypoint set faster but will hurt performance."
journeymap,jm.advanced.minimap_maptype_overlay,Minimap Map Type Overlay
journeymap,jm.advanced.minimap_maptype_overlay.tooltip,Show or hide the map type icon displayed when switching the minimap's map type.
journeymap,jm.advanced.minimap_preset_overlay,Minimap Preset Number Overlay
journeymap,jm.advanced.minimap_preset_overlay.tooltip,Show or hide the number overlay displayed when switching minimap presets.
journeymap,jm.colorpalette.retrieving_colors,Retrieving colors...
journeymap,jm.common.automap_all_layers,Map All Layers
journeymap,jm.common.automap_all_layers_tooltip,"Automapping all layers will take significantly more time and use more disk space, use with caution!"
journeymap,jm.common.automap_dialog_warning_1,WARNING: %s DETECTED!!
journeymap,jm.common.automap_dialog_warning_2,%s mod can break automapping! Please disable before running automap!
journeymap,jm.common.chat_announcement,§eJourneyMap：§f%1$s
journeymap,jm.common.curseforge,CurseForge
journeymap,jm.common.deletemap_confirm,Confirm Delete Map
journeymap,jm.common.deletemap_confirm_text_1,WARNING!! Deleting your map cannot be undone!
journeymap,jm.common.deletemap_confirm_text_2_all,Press 'Delete' to permanently wipe the map data for all dimensions.
journeymap,jm.common.deletemap_confirm_text_2_dim,Press 'Delete' to permanently wipe the map data for this dimension.
journeymap,jm.common.discord,JourneyMap Discord
journeymap,jm.common.fullscreen.minimal_mode,Minimal UI
journeymap,jm.common.fullscreen.minimal_mode.tooltip,Hides a bunch of the buttons to make the UI a bit more minimal.
journeymap,jm.common.hotkeys_keybinding_category,JourneyMap
journeymap,jm.common.importexport_button,Import/Export
journeymap,jm.common.importexport_dialog,Import/Export JourneyMap Data
journeymap,jm.common.importexport_dialog_export,Export JourneyMap World
journeymap,jm.common.importexport_dialog_export_summary,Select the folders you want to include in the export.
journeymap,jm.common.importexport_dialog_import_folder,Import World
journeymap,jm.common.importexport_dialog_import_selected,Import Selected Folders
journeymap,jm.common.importexport_dialog_import_success,JourneyMap data imported from %1$s
journeymap,jm.common.importexport_dialog_import_summary,Select the folders you want to include in the import.
journeymap,jm.common.importexport_dialog_import_zip,Import Zip
journeymap,jm.common.importexport_dialog_no_folders,No folders found in the selected source.
journeymap,jm.common.importexport_dialog_no_zip,No source selected.
journeymap,jm.common.importexport_dialog_select_source,Select ZIP File or Folder to Import
journeymap,jm.common.importexport_dialog_summary,Select the folders you want to include in the export.
journeymap,jm.common.importexport_export_button,Create Export
journeymap,jm.common.importexport_export_dialog,Export JourneyMap Data
journeymap,jm.common.importexport_import_dialog,Import JourneyMap Data
journeymap,jm.common.importexport_import_progress,"Importing, please wait..."
journeymap,jm.common.invalidatelods_dialog,Invalidate Zoom LODs
journeymap,jm.common.invalidatelods_dialog_all,All Dimensions
journeymap,jm.common.invalidatelods_dialog_all_tooltip,Invalidate all Zoom LODs for this world
journeymap,jm.common.invalidatelods_dialog_text,Invalidate Zoom LODs in all dimensions or just this dimension?
journeymap,jm.common.invalidatelods_dialog_this,Current Dimension
journeymap,jm.common.invalidatelods_dialog_this_tooltip,Invalidates Zoom LODs for the current displayed dimension
journeymap,jm.common.invalidatelods_status_done,Zoom LODs invalidated. They will regenerate as the map is viewed.
journeymap,jm.common.invalidatelods_status_error,Unable to invalidate some Zoom LOD files. See journeymap.log for details.
journeymap,jm.common.lod_levels,LOD Tiles
journeymap,jm.common.lod_levels.tooltip,Enable LOD (level-of-detail) tile rendering when zoomed out on the map. Disabling and saving will delete LOD cache files from disk.
journeymap,jm.common.map.render_only_player_chunk,Map only Player Chunk
journeymap,jm.common.map.render_only_player_chunk.tooltip,"This setting only maps the chunk the player is currently standing it.
It ignores any distance setting."
journeymap,jm.common.map_filter.brightness,Brightness
journeymap,jm.common.map_filter.brightness.tooltip,Increases map brightness by 0.2.
journeymap,jm.common.map_style_nether_surface_lighting,Use Nether Surface Lighting
journeymap,jm.common.map_style_nether_surface_lighting.tooltip,"When enabled, uses actual world light levels for the Nether surface map. When disabled, uses maximum brightness so the map is always visible."
journeymap,jm.common.minimap_behind_screens,Render Minimap behind Screens
journeymap,jm.common.minimap_behind_screens.tooltip,Allow Minimap to render behind screens.
journeymap,jm.common.modrinth,Modrinth
journeymap,jm.common.open_jm_folder_button,Open Folder
journeymap,jm.common.open_jm_folder_button.tooltip,Open the JourneyMap folder in your file browser. Useful for finding journeymap.log.
journeymap,jm.common.select_all,Select All
journeymap,jm.common.share.chat.description,"Click to create Waypoint.
Ctrl+Click to view on map."
journeymap,jm.common.share.chat.journeymap,JourneyMap: 
journeymap,jm.common.unknown_location,Unknown Location
journeymap,jm.common.waypoint.select_all.tooltip,Selects all displayed Waypoints
journeymap,jm.delete.data,Delete JourneyMap World Data
journeymap,jm.delete.data.tooltip,Selecting this option will delete the associated journeymap data for this world.
journeymap,jm.fullscreen.pause_game,Pause Game
journeymap,jm.fullscreen.pause_game.tooltip,Pauses the game while the fullscreen map is open. Only affects singleplayer worlds.
journeymap,jm.hud.effects.hide,Hide Effect Icons
journeymap,jm.hud.effects.hide.tooltip,Hides effect icons.
journeymap,jm.minimap.hud_render_layer.tooltip,Controls where in the HUD rendering order the minimap is drawn. Earlier layers render below later ones.
journeymap,jm.minimap.hud_render_layer_after_effects,After Effects
journeymap,jm.minimap.hud_render_layer_after_effects.tooltip,Renders the minimap after status effect icons.
journeymap,jm.minimap.hud_render_layer_after_scoreboard,After Scoreboard
journeymap,jm.minimap.hud_render_layer_after_scoreboard.tooltip,Renders the minimap after the scoreboard sidebar.
journeymap,jm.minimap.hud_render_layer_before_effects,Before Effects
journeymap,jm.minimap.hud_render_layer_before_effects.tooltip,Renders the minimap before status effect icons.
journeymap,jm.minimap.hud_render_layer_before_scoreboard,Before Scoreboard
journeymap,jm.minimap.hud_render_layer_before_scoreboard.tooltip,"Renders the minimap before the scoreboard sidebar, so the scoreboard appears on top."
journeymap,jm.minimap.hud_render_layer_first.tooltip,Renders the minimap before all other HUD elements.
journeymap,jm.minimap.hud_render_layer_last.tooltip,Renders the minimap after all other HUD elements (default).
journeymap,jm.minimap.shape_vert_rectangle,Vertical Rectangle
journeymap,jm.minimap.shape_vert_rectangle.tooltip,Sets MiniMap to a Rectangle
journeymap,jm.mod.addon.pokemon.options.category,Pokemon Options
journeymap,jm.mod.addon.pokemon.options.category.tooltip,"Options for Pokemon mods that are provided by JourneyMap, not by the Pokemon mod."
journeymap,jm.mod.addon.pokemon.options.show_pokemon,Show Pokemon
journeymap,jm.mod.addon.pokemon.options.show_pokemon.tooltip,Show Pokemon on the map. This option will not work if the server has disables animals
journeymap,jm.server.enable.minimap,Allow Minimap
journeymap,jm.server.enable.minimap.tooltip,[Enable/Disable]: The minimap.
journeymap,jm.server.global_waypoints_only,Global Waypoints Only
journeymap,jm.server.global_waypoints_only.tooltip,"When enabled, players can only view and toggle the visibility of global waypoints. Creating, editing, and deleting personal waypoints is disabled."
journeymap,jm.server.hide.coordinates,Hide Coordinate Display
journeymap,jm.server.hide.coordinates.tooltip,"Hides all coordinate displays, prevents editing of coordinate values for waypoints. Replaces most coordinate displays with ""Unknown Location"" text.
Note: This does not affect existing waypoint names."
journeymap,jm.server.waypoint_teleport_only,Waypoint Teleport Only
journeymap,jm.server.waypoint_teleport_only.tooltip,"When enabled, players may only teleport via waypoints. Arbitrary map right-click teleport is disabled."
journeymap,jm.waypoint.auto_hide_label_vertical,Auto-Hide Label (Vertical)
journeymap,jm.waypoint.auto_hide_label_vertical.angle,Auto-Hide Label Vertical Range
journeymap,jm.waypoint.auto_hide_label_vertical.angle.tooltip,Adjust the vertical angle in which the label will auto hide.
journeymap,jm.waypoint.auto_hide_label_vertical.tooltip,Hide waypoint labels when you're not looking toward them vertically.
journeymap,jm.waypoint.beacon.enable,Enable Beacon
journeymap,jm.waypoint.beacon.enable.tooltip,"When unchecked, this waypoint's beacon beam will not render."
journeymap,jm.waypoint.beacon.label_icon_color,Label uses icon color
journeymap,jm.waypoint.beacon.label_icon_color.tooltip,"When checked, the waypoint name label is drawn in the icon color instead of the beacon color."
journeymap,jm.waypoint.beacon.title,Beacon Settings
journeymap,jm.waypoint.beacon.use,Use Beacon Color
journeymap,jm.waypoint.beacon.use.tooltip,Enabling this option will use a separate color for the beacon.
journeymap,jm.waypoint.create_global_waypoint,Create Global Waypoint
journeymap,jm.waypoint.delete_group.confirm.checkbox,Delete Waypoints with Group
journeymap,jm.waypoint.delete_group_native.purge,Only deletes the waypoints for this Group.
journeymap,jm.waypoint.delete_group_native.title,Delete All Waypoints for %s
journeymap,jm.waypoint.delete_multi.confirm.title,Delete %s Waypoints
journeymap,jm.waypoint.delete_multi.global_skip,%s global waypoint(s) will not be deleted
journeymap,jm.waypoint.delete_multi_single.confirm.title,Delete Waypoint
journeymap,jm.waypoint.delete_selected.label,Delete Selected
journeymap,jm.waypoint.delete_selected.tooltip,Deletes All Selected Waypoints
journeymap,jm.waypoint.delete_waypoint.confirm.checkbox,Show Delete Confirmation
journeymap,jm.waypoint.delete_waypoint.confirm.checkbox.tooltip,This can be enabled/disabled from the waypoint options.
journeymap,jm.waypoint.description.button,Description
journeymap,jm.waypoint.description.title,Edit Description
journeymap,jm.waypoint.disable_selected_waypoints,Disable All
journeymap,jm.waypoint.disable_selected_waypoints.tooltip,Disable only the current visible  Waypoints in the list.
journeymap,jm.waypoint.disable_waypoints.tooltip,Disable only the current visible  Waypoints in the list.
journeymap,jm.waypoint.edit.color.tooltip,"This will update Icon, Beacon, and Label colors."
journeymap,jm.waypoint.edit_group.beacon_override,Override beacon
journeymap,jm.waypoint.edit_group.beacon_override.tooltip,Enabling this will force all waypoints in this group to use the group's beacon settings.
journeymap,jm.waypoint.edit_group.default.tooltip,Enabling will set this Group as the Default Group for creating new Waypoints.
journeymap,jm.waypoint.edit_group.icon_override,Icon Override
journeymap,jm.waypoint.edit_group.icon_override.tooltip,Enabling this will force all waypoints in this group to use the group's icon. If unchecked waypoints will use their individual icon.
journeymap,jm.waypoint.edit_group.locator_bar,Show on Locator Bar
journeymap,jm.waypoint.edit_group.locator_bar.tooltip,Show Waypoints on the vanilla locator bar that is just above the hotbar.
journeymap,jm.waypoint.edit_group.overrides,Overrides
journeymap,jm.waypoint.edit_group.tag.tooltip,"The Tag is prefixed on every waypoint name in this group, on the map and in world. Can be blank."
journeymap,jm.waypoint.edit_label.tooltip,Edit Waypoint
journeymap,jm.waypoint.editor.button_format,Editor XYZ Button Layout
journeymap,jm.waypoint.editor.button_format.tooltip,"Select the format for the X, Y, Z buttons in the waypoint editor."
journeymap,jm.waypoint.editor.coord_layout,Coordinate Layout
journeymap,jm.waypoint.editor.coord_layout.tooltip,Configure the input type used for waypoint coordinates.
journeymap,jm.waypoint.editor.field,Single Field
journeymap,jm.waypoint.editor.field.tooltip,"Use a single field for comma separated values, useful for copy and pasting from external sources."
journeymap,jm.waypoint.editor.options,Waypoint Editor Options
journeymap,jm.waypoint.editor.options.tooltip,Edit the waypoint editor.
